fwd-ref,rev-ref,fwd-rev,core-ref,reads
42,42,96,18,3
35,35,82,14,4
38,44,80,14,1
44,44,98,24,1
28,28,72,12,3
22,12,8,4,3
52,14,12,6,2
40,40,88,18,1
10,10,4,2,2
44,52,90,20,2
38,38,94,12,1
30,30,90,12,1
52,14,14,6,1
52,40,54,20,1
48,48,74,22,1
52,52,52,24,2
18,14,4,4,1
36,36,84,10,3
22,16,36,8,1
52,28,54,16,1
20,22,20,6,6
37,37,86,16,2
20,24,36,6,3
40,40,96,12,1
12,12,6,4,1
52,32,46,20,1
52,14,22,8,1
44,44,82,20,1
44,48,86,24,1
44,42,64,22,1
22,16,17,6,1
52,42,68,20,1
40,52,82,24,1
12,14,4,0,1
52,40,70,22,1
30,30,76,12,1
22,16,10,4,1
24,24,34,10,3
36,52,66,22,1
20,22,28,8,1
24,24,94,10,3
52,28,41,12,1
18,22,38,8,1
42,42,88,16,2
44,52,82,22,3
22,14,14,4,3
22,12,12,4,2
14,22,12,4,2
30,30,76,10,1
20,22,40,8,1
14,14,4,4,1
22,12,28,8,1
42,44,92,22,1
22,20,8,4,1
52,34,78,20,1
20,20,18,6,1
46,46,96,20,2
22,20,40,8,1
52,48,58,24,1
38,38,88,14,2
22,20,38,8,2
44,48,94,24,1
40,40,90,18,1
44,52,66,22,1
22,12,10,4,1
12,12,34,6,1
10,10,6,4,2
10,12,6,4,2
52,12,10,6,1
48,48,86,24,3
40,40,92,12,2
18,20,16,4,1
52,32,66,20,1
37,41,90,13,1
40,52,86,24,2
52,44,86,24,1
52,30,66,16,5
18,24,16,6,1
41,39,88,13,1
48,32,46,18,1
52,52,70,24,2
48,40,70,18,1
52,36,64,16,1
22,20,36,8,1
40,44,70,18,1
52,50,84,24,1
36,36,90,16,1
30,34,22,6,1
36,36,84,16,1
52,48,66,22,3
22,16,6,6,1
16,12,54,8,1
48,48,82,24,2
10,12,4,0,1
46,46,100,22,1
22,14,8,2,1
14,8,4,2,1
20,26,32,8,2
40,52,78,24,1
52,12,14,8,1
52,32,64,18,1
48,40,78,20,2
23,22,28,8,1
52,32,68,18,5
22,12,26,8,1
52,10,8,6,2
48,44,94,20,1
12,12,12,2,1
22,26,42,10,2
12,22,8,6,1
22,26,14,4,1
22,22,30,8,1
44,48,70,24,1
52,10,12,4,1
52,16,14,4,1
48,28,68,20,1
39,35,78,16,1
10,17,12,4,1
30,25,92,10,1
26,22,20,6,1
31,31,78,14,1
52,32,62,18,1
22,16,12,6,1
48,50,84,24,1
10,22,12,4,1
26,26,92,10,1
52,48,38,24,1
50,52,88,24,2
44,44,98,16,2
36,44,88,14,1
20,26,10,6,1
52,44,78,20,1
22,24,28,8,1
14,12,6,2,1
52,14,12,4,1
14,14,6,2,1
38,38,92,12,3
52,36,62,22,1
48,12,10,4,1
52,44,74,22,1
22,48,20,6,1
38,34,84,14,1
37,37,92,18,1
40,48,90,24,1
52,14,8,4,1
36,36,88,14,1
42,42,92,16,2
12,14,10,4,1
42,46,84,18,1
52,40,48,16,1
12,14,8,4,1
40,38,56,20,1
46,44,80,20,1
52,34,56,22,1
12,12,4,2,1
52,36,62,18,1
16,22,10,4,1
46,44,98,18,1
52,36,66,22,1
46,46,100,24,2
45,43,100,17,1
22,16,8,6,2
44,50,80,24,1
18,24,14,6,1
52,26,22,6,1
44,22,44,14,1
22,18,14,8,1
50,48,88,24,1
18,20,14,6,1
42,42,96,14,1
22,22,102,10,1
44,48,86,20,1
22,19,32,8,1
40,40,98,12,1
52,8,6,2,1
41,41,90,22,1
52,36,78,20,2
22,16,20,6,1
34,34,80,20,3
44,48,78,18,1
20,36,16,6,1
22,22,36,8,1
22,16,8,4,1
30,30,66,16,1
25,20,20,6,3
22,16,16,4,2
26,20,20,6,1
48,52,70,22,1
30,26,68,12,1
52,50,88,24,1
22,12,6,4,1
12,11,32,8,1
29,29,78,12,1
20,22,6,0,1
44,10,10,4,1
48,44,86,18,1
46,42,92,18,1
48,36,62,18,1
48,44,94,24,1
48,52,50,24,1
36,36,88,18,1
10,12,6,0,1
38,38,96,12,1
32,32,80,12,1
16,22,16,6,1
10,14,52,10,1
48,52,66,22,1
33,33,78,10,2
35,39,82,14,1
52,38,80,24,1
52,14,16,8,1
52,44,78,22,1
18,14,6,0,1
52,10,10,6,2
32,32,80,10,1
46,46,88,18,1
30,30,86,12,1
38,38,94,18,1
30,30,60,16,1
52,42,84,24,1
42,46,88,16,1
40,42,64,20,1
44,18,14,4,1
52,40,82,22,1
28,28,76,10,1
24,22,36,6,1
52,44,86,20,2
22,22,28,8,1
39,39,90,14,2
52,12,12,8,1
18,28,14,6,1
48,30,52,14,1
18,22,12,4,1
22,14,22,6,1
36,36,84,14,1
41,41,94,14,1
40,40,94,12,1
39,12,10,4,1
12,10,4,0,1
22,24,30,6,1
25,21,86,6,1
30,30,80,16,1
46,34,84,16,1
52,20,50,16,1
42,42,84,18,1
52,20,10,4,1
48,48,90,20,1
48,44,74,22,1
20,28,8,4,1
33,37,92,12,1
22,16,6,4,1
52,26,32,20,1
22,26,38,10,1
25,22,84,8,1
52,40,82,24,1
52,22,34,12,1
48,44,82,20,1
12,12,6,0,1
28,28,82,12,1
22,18,20,6,1
52,12,12,6,1
52,44,66,22,1
52,16,22,10,1
52,10,16,8,1
42,52,32,24,1
30,52,76,18,1
48,44,94,18,1
52,48,78,22,1
40,36,84,12,1
40,40,96,24,1
10,10,10,4,1
52,40,86,20,1
31,31,82,14,1
52,20,16,10,1
26,26,80,12,1
40,44,88,24,1
48,44,86,20,1
28,32,18,8,1
42,52,72,22,1
24,22,24,6,1
18,22,14,6,1
18,20,30,8,1
44,30,62,14,1
50,48,84,22,1
22,32,14,6,1
