fwd-ref,rev-ref,fwd-rev,core-ref,reads
48,44,82,24,2
29,29,98,12,1
52,24,38,18,1
52,12,12,4,2
52,44,70,20,1
40,40,62,20,1
44,48,74,20,1
39,39,92,12,2
30,30,72,14,1
42,46,90,16,1
52,24,44,14,1
38,38,92,18,1
44,44,82,20,1
20,24,36,6,1
40,40,98,12,1
36,48,62,18,1
26,20,20,6,2
36,36,84,10,2
18,18,10,2,1
44,44,66,20,1
22,18,12,6,1
52,22,56,20,1
52,40,16,8,1
52,18,19,12,1
48,48,86,20,2
44,48,74,22,1
52,36,46,18,1
46,46,100,24,3
52,52,66,24,1
14,52,10,4,1
18,22,32,8,1
33,38,82,10,1
22,14,8,4,1
22,20,28,6,1
24,12,36,6,1
35,35,88,14,1
42,52,88,22,1
22,20,16,6,1
52,34,56,18,1
46,44,60,20,1
30,26,72,10,1
22,24,38,8,1
46,38,88,16,1
52,30,64,20,1
32,32,68,18,1
36,48,86,18,1
52,30,48,14,1
29,29,84,10,1
52,44,86,24,2
48,40,74,18,2
12,8,6,4,1
33,33,78,14,1
46,46,96,22,1
52,12,14,4,1
52,44,90,24,1
20,18,6,0,1
40,40,92,14,1
52,26,54,12,1
42,42,92,16,2
20,20,44,8,1
22,24,12,6,1
46,46,96,20,2
22,6,6,4,1
52,18,26,16,1
20,24,18,6,1
22,52,20,6,1
14,12,8,6,1
25,25,64,12,1
52,16,13,6,1
52,12,6,4,1
20,22,40,8,1
35,35,86,16,1
52,18,14,10,1
42,42,68,16,1
48,40,82,20,1
22,20,8,4,1
22,20,17,6,1
22,16,26,6,1
20,22,6,0,1
31,31,74,14,1
52,12,8,6,1
52,20,42,16,1
52,29,35,24,1
52,32,70,18,1
52,26,62,16,1
46,52,88,22,1
36,36,92,12,1
35,31,78,14,1
38,30,84,20,1
52,40,66,22,1
52,42,84,20,1
48,44,94,24,1
48,42,84,20,1
52,24,34,16,1
30,24,62,10,1
12,22,12,4,1
29,29,76,12,1
13,17,6,2,1
32,32,84,10,1
42,38,88,18,1
52,30,54,14,1
48,18,16,8,1
46,24,18,14,1
52,10,10,6,1
52,40,86,18,1
18,22,30,8,1
45,45,102,20,1
52,34,74,18,2
22,20,30,8,1
26,24,48,10,1
52,40,74,22,1
14,14,16,6,1
39,39,94,12,1
24,20,20,6,1
31,31,78,12,1
16,22,32,8,1
34,52,56,20,1
22,12,8,2,1
39,39,90,11,1
40,52,66,24,1
52,52,70,24,1
32,32,78,15,1
52,32,50,22,1
42,46,92,20,1
34,34,90,12,1
22,20,32,6,1
52,18,12,4,1
52,40,78,22,1
21,10,10,4,1
52,12,14,8,1
36,40,84,14,1
39,41,92,14,1
52,18,28,12,1
48,48,82,24,1
52,50,92,24,1
40,40,98,14,1
31,31,84,8,2
44,44,90,22,1
24,21,68,10,1
52,40,82,18,1
52,44,86,20,1
