fwd-ref,rev-ref,fwd-rev,core-ref,reads
22,22,116,8,1
12,16,8,6,1
38,38,88,14,2
52,36,70,20,1
22,12,6,4,2
52,21,31,16,1
46,46,100,24,4
52,18,24,14,1
20,18,6,2,2
26,26,76,12,1
28,29,48,14,1
36,40,80,14,1
52,38,84,20,3
52,16,10,4,1
14,12,6,0,1
46,20,36,14,1
16,12,4,0,1
22,22,38,10,4
44,36,42,20,1
48,26,52,10,1
18,10,10,4,1
46,36,90,18,1
46,42,92,18,4
33,37,88,10,1
28,28,76,14,1
52,44,62,22,1
52,44,78,22,1
14,12,50,10,2
52,10,10,2,1
42,52,88,24,1
40,40,88,12,3
52,26,68,20,1
22,18,26,8,1
22,8,6,4,1
40,44,70,20,1
22,20,32,6,1
40,40,90,18,2
22,20,42,8,1
20,22,26,8,1
46,50,92,24,1
29,27,64,10,1
52,32,58,16,1
52,32,46,22,1
21,17,78,8,1
52,14,10,6,1
16,16,6,2,1
48,48,78,24,2
16,14,6,4,2
52,40,70,24,2
39,39,90,18,2
18,16,8,4,1
48,44,82,22,1
44,48,94,22,1
48,36,78,14,1
22,18,18,4,2
52,26,52,10,2
22,14,14,6,3
44,44,92,24,1
18,22,18,4,1
52,12,6,4,1
52,14,20,8,1
42,42,96,14,2
36,36,80,16,1
42,42,92,14,5
25,25,86,10,1
14,14,14,4,3
52,42,80,22,1
43,43,90,16,3
20,20,40,8,2
52,18,26,12,2
37,37,86,16,1
37,37,94,18,1
20,10,8,4,1
52,48,74,22,1
52,48,78,22,1
27,27,74,10,1
16,22,32,6,1
36,36,80,12,1
52,36,66,22,1
24,16,18,6,1
25,17,74,8,1
22,13,24,6,1
52,36,74,18,1
22,24,30,8,1
48,28,50,12,1
16,30,6,6,1
16,10,8,4,1
12,8,4,0,1
42,46,96,20,1
44,48,82,24,1
22,22,10,6,1
22,32,14,4,1
50,48,76,22,1
12,16,4,2,1
22,22,30,8,1
52,14,12,8,1
52,12,18,12,1
52,15,17,6,1
20,18,18,6,1
36,52,74,22,1
22,16,14,4,1
14,14,14,6,1
40,40,88,16,1
12,12,50,12,1
39,39,90,11,1
52,22,16,8,1
12,12,10,4,1
22,22,28,8,1
52,32,72,16,2
39,39,96,11,1
48,26,38,18,1
22,22,38,6,1
46,42,96,18,1
48,26,24,24,1
52,14,14,6,1
48,40,82,22,1
44,44,98,22,1
18,22,16,6,2
46,46,92,20,1
13,10,8,4,1
52,14,10,4,1
14,12,50,8,1
31,31,88,8,1
52,24,26,18,1
52,44,70,22,1
30,30,72,18,1
46,42,92,20,1
45,45,98,18,1
44,46,76,22,1
44,32,50,20,1
44,44,66,18,1
30,30,76,10,1
41,41,90,13,2
20,10,6,4,1
12,10,4,0,1
52,28,50,18,1
18,52,18,6,1
44,52,82,24,2
40,44,50,22,1
48,42,76,20,1
52,20,20,6,1
31,31,78,12,1
48,48,94,20,2
44,44,78,24,1
52,16,16,6,1
22,22,40,8,1
26,23,94,10,1
14,14,58,10,1
44,52,74,24,1
10,52,14,4,1
18,22,14,4,2
22,18,34,8,2
48,48,78,20,1
42,46,92,16,1
22,28,26,8,1
52,42,72,16,1
33,24,34,10,1
25,21,74,8,1
22,18,20,6,1
26,22,60,8,1
48,40,58,20,1
26,18,38,10,4
44,52,82,22,1
12,14,4,2,1
48,52,74,24,1
40,52,78,24,1
52,44,74,20,1
48,36,82,18,1
48,40,46,20,1
20,20,8,4,1
14,12,26,8,1
41,41,94,13,1
44,44,90,24,1
14,12,46,12,1
33,33,78,16,1
50,48,92,22,1
34,34,80,12,1
16,14,6,2,1
44,44,94,24,2
48,44,86,24,1
48,40,54,20,1
12,10,2,0,1
26,22,38,10,1
52,40,86,22,1
52,40,86,20,2
52,30,62,14,1
16,20,16,6,1
33,33,90,8,1
12,10,6,2,1
28,28,54,14,1
20,22,44,8,1
27,26,62,12,1
12,20,6,4,1
34,44,48,18,1
44,44,70,22,1
44,48,74,24,1
48,44,94,20,1
18,22,38,8,1
12,14,8,6,1
48,18,18,6,1
18,28,10,4,1
26,26,80,12,4
18,22,28,6,2
13,13,86,10,1
48,42,64,22,1
30,28,68,12,1
52,16,14,4,1
44,44,94,20,2
37,37,90,12,2
14,14,48,12,1
22,12,8,6,1
48,52,78,24,2
12,6,6,4,1
41,24,40,10,1
52,10,6,2,1
48,48,78,22,1
42,42,92,16,1
12,12,12,6,1
24,24,34,10,3
52,40,82,20,1
43,43,86,15,1
16,18,6,4,1
52,44,74,24,1
41,41,90,18,1
16,12,6,2,1
52,24,24,14,1
14,12,8,2,2
18,18,6,0,3
16,12,6,4,1
14,12,8,4,2
52,40,58,22,1
42,42,100,14,1
30,24,62,10,1
22,18,8,6,1
20,12,10,4,1
36,36,94,16,1
22,16,26,8,1
52,40,82,22,3
12,8,6,2,1
14,12,32,12,1
41,41,90,16,1
38,38,92,10,1
37,33,82,14,1
40,40,96,16,1
12,14,12,6,1
22,14,10,4,1
22,10,8,6,1
26,24,58,10,1
12,36,10,6,1
40,40,92,14,2
48,22,56,16,1
52,46,88,22,1
48,40,70,22,1
20,18,8,2,1
25,18,76,8,1
40,40,104,12,1
36,48,62,18,1
12,12,8,4,2
52,12,10,6,1
44,48,82,20,1
52,44,70,20,1
22,21,38,8,1
16,10,4,0,1
52,13,10,6,1
44,48,74,20,1
48,46,80,20,1
50,52,92,24,1
48,42,84,22,1
42,46,84,18,1
16,16,16,4,1
14,14,24,10,1
44,28,60,20,1
52,14,28,12,1
30,30,86,8,1
22,22,12,6,1
46,48,96,20,1
44,48,78,24,1
44,48,86,22,1
14,14,18,6,1
38,38,96,10,1
12,12,16,6,1
22,18,28,8,1
52,22,14,8,1
52,14,16,10,1
52,50,80,24,1
25,22,84,8,1
48,46,84,24,1
36,32,82,16,1
39,39,86,14,1
22,10,10,6,1
18,16,26,10,1
12,18,8,6,1
38,44,76,18,1
52,40,48,16,1
20,18,16,4,1
34,40,50,20,1
40,52,78,20,1
52,46,80,22,1
36,36,98,20,1
44,32,32,14,1
35,35,82,13,1
48,28,62,24,1
36,36,96,16,1
38,46,84,16,1
29,29,74,12,1
22,20,40,8,1
46,44,72,20,1
41,41,86,13,1
29,22,32,10,1
29,21,94,12,1
30,30,72,12,1
25,24,30,6,1
45,45,90,17,1
