fwd-ref,rev-ref,fwd-rev,core-ref,reads
48,44,90,18,1
52,12,12,4,7
10,14,6,4,9
52,24,54,20,1
12,12,8,4,17
10,12,8,4,19
48,48,94,20,4
22,18,38,8,13
18,12,12,6,1
18,12,12,4,1
14,16,6,6,1
14,10,10,4,22
14,28,8,4,1
32,24,60,14,1
48,42,88,20,1
26,24,38,10,1
22,10,10,4,4
14,10,6,2,2
48,48,78,24,1
52,16,14,6,2
26,26,72,10,1
44,44,96,24,11
18,10,4,2,2
12,12,4,0,1
10,12,6,2,5
18,18,18,6,17
28,28,76,10,5
48,48,94,24,11
22,16,28,6,2
18,14,18,6,2
14,11,6,4,1
12,12,54,8,3
24,20,6,0,7
45,18,20,6,1
14,14,8,4,4
16,12,4,4,3
12,12,12,4,28
32,32,72,14,3
12,12,4,2,3
48,48,82,22,5
32,28,68,14,1
14,12,10,6,4
52,24,46,20,1
12,18,6,4,1
14,14,48,12,4
16,12,12,6,2
52,32,54,18,1
14,14,52,10,3
52,40,78,20,1
42,42,92,14,2
10,10,30,10,3
52,32,40,14,1
18,16,50,12,1
12,10,6,2,2
10,12,4,0,2
52,32,74,18,1
14,16,4,0,1
14,12,12,6,6
18,20,6,0,1
52,10,8,4,4
42,52,80,24,1
52,44,82,24,3
48,52,82,22,3
46,46,84,18,1
14,14,10,4,1
10,24,10,4,1
52,48,82,22,3
20,20,6,0,11
13,10,10,4,3
11,11,50,8,3
50,50,96,24,19
52,30,36,24,1
14,14,4,4,3
14,12,4,4,4
12,12,20,6,1
48,48,90,24,7
14,12,58,8,5
52,18,14,8,2
52,36,41,18,1
52,36,20,6,1
44,52,86,24,4
26,22,42,10,2
10,40,8,4,1
22,12,12,4,3
22,24,34,8,2
20,44,48,16,1
44,48,82,22,2
52,52,74,24,3
52,26,56,16,1
48,52,90,22,13
52,46,92,22,3
45,43,100,18,2
30,32,72,14,1
26,26,80,16,1
22,12,14,4,1
14,14,18,6,5
44,44,98,24,3
52,40,74,20,2
22,18,18,4,1
52,40,82,18,1
37,37,86,20,1
15,14,52,10,1
14,12,2,2,1
46,46,92,18,2
14,28,8,6,1
20,22,20,6,3
48,44,94,22,1
22,10,12,6,2
52,34,72,20,4
14,12,10,4,1
22,46,20,6,1
16,12,8,4,6
11,11,56,10,2
44,44,92,18,4
52,36,56,16,1
12,12,8,6,5
12,14,10,6,2
12,10,8,6,2
44,44,92,16,7
52,23,37,18,1
52,18,9,8,1
14,17,6,2,1
14,16,14,4,2
22,16,12,4,1
41,41,86,13,2
12,18,10,4,1
12,12,42,10,14
10,14,12,4,1
44,44,98,22,1
22,12,6,4,2
45,45,94,17,7
52,30,68,20,1
20,22,36,6,2
10,18,12,4,1
10,12,6,6,6
12,12,42,12,9
48,48,86,20,4
14,14,48,14,3
40,52,86,22,2
18,12,4,4,1
44,52,86,22,2
32,28,22,8,1
22,22,38,8,10
48,48,86,22,6
22,14,8,4,3
52,44,90,22,9
52,36,82,22,3
14,14,8,6,2
15,14,48,12,2
16,10,8,4,7
13,12,6,4,1
22,22,30,8,1
20,22,32,6,1
21,20,20,6,3
16,22,6,4,1
11,12,12,6,1
12,12,10,6,2
22,28,20,6,1
52,34,70,16,1
52,16,16,6,1
13,12,8,4,1
44,52,90,24,6
48,48,98,22,14
44,44,96,16,9
14,14,24,10,4
48,44,94,20,2
24,22,38,10,2
22,16,24,4,1
52,32,54,20,1
22,16,14,4,1
48,13,13,6,1
52,10,10,6,2
22,10,6,4,3
18,24,18,6,2
28,48,22,8,1
10,26,8,4,1
36,36,80,18,1
52,40,28,22,1
52,48,74,24,1
40,44,94,16,1
52,48,86,22,10
10,48,10,2,1
52,40,70,24,1
52,44,90,20,4
52,40,50,20,1
12,22,10,4,1
10,16,4,4,2
52,20,24,14,1
26,26,52,12,4
11,12,8,6,1
12,12,16,6,4
14,14,6,4,8
16,16,50,10,1
22,14,6,4,1
12,12,48,12,1
10,22,10,6,2
52,40,74,22,2
16,12,10,4,1
10,11,8,4,1
22,16,8,6,1
14,14,28,10,1
44,48,86,22,3
52,40,78,24,1
22,20,24,6,2
52,48,90,24,20
52,32,70,22,1
44,52,90,22,8
52,32,28,20,1
45,45,94,18,4
46,30,68,16,1
52,32,78,20,1
14,14,52,12,3
10,14,4,4,4
10,12,10,4,3
52,30,46,22,1
52,32,54,24,1
12,12,10,4,6
20,22,6,0,1
14,20,8,2,1
52,44,86,20,3
52,32,70,20,1
46,46,96,20,2
35,35,82,14,1
18,16,58,12,1
22,17,16,4,1
44,48,86,20,1
43,43,90,17,1
44,52,74,22,3
52,28,50,14,2
22,14,10,6,1
52,10,8,6,1
22,16,24,6,2
52,36,58,22,2
52,40,82,22,6
14,12,8,2,2
52,10,8,2,1
52,48,74,22,2
12,14,8,2,1
50,50,94,24,1
52,28,34,18,1
52,22,26,20,1
52,40,78,22,5
20,10,10,4,1
41,41,94,17,1
48,52,86,24,6
38,52,84,24,1
20,24,32,6,1
48,52,86,22,3
20,22,6,2,1
14,12,4,2,6
40,44,86,16,1
52,44,82,20,1
33,33,78,16,2
10,13,4,0,1
48,50,92,24,2
46,48,96,24,1
48,52,78,24,2
14,14,56,8,4
18,12,8,4,1
16,12,6,4,2
14,13,10,6,1
14,18,8,6,1
10,12,20,8,1
14,8,2,2,1
10,12,8,6,3
52,32,40,16,2
12,12,20,4,3
52,28,74,18,1
10,16,6,4,1
22,12,18,4,1
12,12,30,6,5
12,20,6,4,1
39,39,86,16,2
48,44,86,20,5
40,40,88,12,2
48,48,90,20,5
12,20,10,4,2
44,48,90,20,1
10,14,8,2,1
52,34,70,20,1
22,14,14,4,4
41,41,90,13,3
12,16,6,6,1
52,24,36,18,1
12,12,32,12,1
12,10,10,6,1
10,10,26,8,1
11,14,6,4,1
52,32,66,22,2
14,10,8,2,1
45,41,90,16,1
52,50,88,24,3
52,48,78,24,3
46,48,88,20,1
50,22,14,6,1
46,29,40,16,1
33,41,78,13,1
52,28,28,12,1
42,42,88,14,1
14,16,6,2,2
14,10,6,6,2
22,28,42,8,1
14,16,8,6,1
52,32,34,20,2
10,22,8,4,1
37,37,82,16,1
32,32,62,18,1
52,12,10,6,1
22,20,42,8,1
52,14,10,2,1
14,14,52,8,2
52,12,8,4,2
10,22,6,2,1
10,11,10,6,1
10,6,2,2,1
52,44,78,24,2
22,14,20,6,1
34,34,88,10,1
38,18,18,6,1
52,32,54,22,1
26,26,104,10,1
12,11,10,4,1
39,39,90,14,1
20,22,44,8,4
18,18,58,12,1
52,30,32,20,1
22,16,20,6,4
12,16,8,4,3
12,14,44,8,1
52,52,66,24,3
52,44,90,24,9
14,16,10,4,1
23,22,32,8,7
22,30,18,6,1
52,10,18,8,1
52,30,68,18,1
10,30,6,4,1
15,14,6,4,1
44,52,86,20,2
20,20,4,4,1
14,10,4,0,1
40,44,74,18,1
12,12,30,10,2
22,18,34,8,3
48,48,74,24,1
52,32,64,18,1
10,18,8,4,2
27,27,78,12,1
20,10,6,4,2
50,48,80,22,2
14,14,44,14,3
12,11,8,2,1
42,46,92,18,3
16,14,14,4,1
40,52,82,20,2
12,12,74,10,1
12,16,12,4,2
48,44,86,22,1
52,24,36,17,1
52,32,74,22,2
52,16,20,16,1
44,52,60,18,1
14,12,54,10,2
12,14,2,2,1
14,16,4,4,1
30,28,40,12,1
10,13,4,4,1
25,20,20,6,2
46,38,88,18,1
37,37,90,12,1
14,17,8,4,1
18,18,28,10,1
10,10,10,6,1
20,18,6,0,1
52,26,20,18,1
14,14,14,6,2
37,37,90,14,1
41,41,92,16,1
26,26,66,12,1
52,20,62,16,1
33,33,78,14,1
52,36,70,24,1
10,25,8,4,1
16,16,16,6,1
16,16,16,4,1
18,22,16,6,1
52,24,12,6,1
52,48,66,22,1
40,46,52,16,1
52,48,58,24,1
52,28,46,22,1
52,36,52,16,1
52,22,26,18,1
15,12,50,8,1
39,39,86,20,3
50,44,90,24,1
10,22,6,4,2
52,26,44,14,1
26,24,48,10,1
14,12,38,12,1
36,32,80,10,1
16,16,50,12,4
44,46,76,18,1
52,22,12,6,1
22,20,32,8,2
14,15,16,4,1
41,45,82,16,1
23,21,78,8,1
48,48,58,22,1
20,14,14,6,1
44,48,82,24,2
52,42,76,22,1
14,12,6,2,3
14,14,56,10,2
52,32,42,18,1
39,39,96,12,1
12,22,10,6,1
52,40,74,24,1
22,22,8,4,1
43,43,90,18,3
12,16,6,0,1
52,16,19,14,1
52,36,62,22,1
10,10,18,8,1
52,32,52,16,1
14,12,8,6,3
44,36,80,22,1
52,36,62,20,1
37,37,92,9,1
44,48,82,20,1
19,14,48,12,1
28,28,72,14,1
36,30,44,14,1
44,48,78,20,1
46,52,92,24,2
18,22,14,6,1
25,22,32,8,2
43,43,86,18,1
24,24,34,10,2
52,32,46,20,1
10,16,8,6,1
52,44,78,20,1
13,16,8,4,1
44,52,78,24,1
26,24,34,10,1
52,28,25,16,1
20,20,40,8,2
14,14,6,6,1
8,24,6,6,1
41,41,90,14,1
37,37,88,12,1
22,22,42,10,1
52,44,74,20,1
22,14,30,8,1
52,10,10,4,3
14,18,6,2,2
48,44,74,24,1
43,43,94,16,2
52,14,16,6,1
52,36,22,22,1
17,11,60,10,1
22,16,16,4,1
12,11,4,4,1
52,20,42,22,1
52,40,66,22,1
14,11,6,2,3
48,48,86,24,5
28,52,46,16,1
12,12,6,0,1
52,34,74,20,2
44,50,88,22,1
44,40,82,24,1
14,12,50,8,2
52,32,56,18,1
40,52,86,24,1
44,48,78,24,1
22,12,4,4,1
23,20,8,4,1
12,6,6,4,1
12,12,26,10,2
38,38,88,14,1
22,20,36,6,3
14,14,72,10,1
44,40,58,18,1
12,12,28,6,1
48,44,86,18,1
48,44,74,20,1
48,18,18,6,1
12,10,2,0,2
52,18,19,14,1
48,40,74,18,1
42,42,96,16,1
33,33,82,12,1
36,12,12,4,1
52,44,82,22,2
52,36,50,14,1
52,12,22,8,1
52,36,74,20,1
52,34,56,18,1
18,22,12,6,2
44,52,82,22,1
12,12,50,10,5
46,42,96,18,1
15,10,14,8,1
10,17,8,4,1
44,44,98,18,1
28,28,54,14,1
48,32,62,22,1
25,25,104,10,1
39,24,40,10,1
10,8,8,4,1
14,14,28,6,1
18,10,8,4,1
10,13,6,4,1
52,28,42,14,1
22,12,8,4,1
50,22,28,10,1
52,36,54,20,1
40,52,82,24,1
12,12,36,8,1
40,40,94,12,1
12,13,8,4,1
52,50,84,24,1
19,26,26,8,1
12,12,6,2,1
24,24,48,10,1
46,52,84,24,1
22,17,12,6,1
14,14,4,2,1
48,52,78,22,1
52,16,14,8,1
12,14,6,0,1
22,24,14,6,1
48,40,58,20,1
22,24,42,8,2
14,12,20,6,2
52,12,12,6,3
14,16,6,4,2
11,10,26,8,3
18,24,8,2,1
50,52,92,24,3
22,28,14,6,1
16,10,10,2,1
12,12,2,2,2
48,52,74,22,1
52,40,60,16,1
52,44,70,22,1
39,39,90,11,1
34,34,88,18,1
52,13,10,4,1
12,12,58,8,1
14,12,8,10,1
22,14,6,6,1
44,46,76,20,1
48,50,80,24,1
48,36,50,20,1
14,14,48,10,1
14,22,8,6,1
52,34,60,16,1
22,15,24,6,1
24,18,6,0,1
18,16,54,12,1
14,14,60,8,1
52,48,62,24,1
22,10,6,2,1
52,12,10,8,1
14,12,26,6,1
22,14,16,4,1
14,16,30,4,1
36,32,64,14,1
12,8,4,4,2
38,38,56,14,1
12,12,54,10,2
40,52,74,22,1
16,14,12,4,1
16,16,54,12,1
52,38,68,20,1
40,48,82,22,1
24,22,32,8,1
52,32,62,20,2
52,36,54,18,1
11,24,8,4,1
40,40,88,16,1
29,12,10,4,2
52,17,25,14,1
52,40,44,16,1
44,52,90,20,1
46,46,92,24,1
30,24,52,12,1
20,18,16,6,1
48,36,62,20,1
22,18,30,8,1
48,36,70,20,1
52,32,48,16,1
44,52,82,24,1
28,32,72,14,1
52,32,66,20,1
35,35,94,12,1
12,12,64,8,3
48,36,70,18,1
52,28,16,6,1
12,12,52,12,1
15,16,6,2,1
52,48,70,24,1
12,12,40,8,1
14,28,10,4,1
16,14,52,10,1
52,22,38,8,1
52,16,18,6,1
52,30,45,14,1
22,26,34,10,1
32,32,80,14,1
52,14,8,4,1
22,8,8,2,1
52,20,12,6,2
52,26,32,16,1
52,8,8,4,1
46,42,92,18,2
22,22,34,8,2
12,14,12,6,1
52,24,24,14,1
10,14,14,4,1
52,14,10,6,2
22,16,17,6,1
16,30,8,2,1
11,14,8,4,1
16,16,50,14,2
15,14,52,12,1
10,20,10,4,2
26,26,96,10,1
12,8,6,6,1
32,48,66,18,1
28,28,76,14,1
44,48,94,20,1
52,32,58,22,1
11,12,4,4,1
50,52,84,24,2
32,24,40,10,1
52,36,42,22,1
52,40,46,20,1
44,44,94,24,1
52,28,20,18,1
52,34,48,20,1
10,18,6,6,1
48,40,70,20,2
52,10,6,4,1
52,30,36,16,1
12,16,6,4,2
52,19,25,14,1
40,40,88,14,1
40,40,96,16,1
46,30,72,18,1
22,18,12,4,1
48,30,16,6,1
18,22,14,4,1
52,32,34,16,1
45,43,100,20,1
52,48,70,22,1
44,42,68,24,1
52,14,10,14,1
22,10,8,2,1
22,12,10,4,1
52,50,80,24,1
11,10,8,4,1
44,44,74,22,1
52,28,62,16,1
45,45,90,17,1
12,15,10,4,1
22,18,26,6,1
52,38,64,24,1
10,14,4,0,1
52,14,16,4,1
38,44,72,14,1
12,16,4,4,1
40,50,76,22,1
38,48,80,24,1
22,14,8,6,1
52,22,18,12,1
34,34,80,14,1
52,16,12,6,1
22,12,8,6,1
11,12,10,6,1
52,24,36,14,1
18,14,24,10,1
48,32,74,18,1
14,21,6,4,1
18,24,12,4,1
46,26,70,12,1
52,20,11,16,1
14,12,16,4,1
14,8,8,4,1
44,40,92,22,1
52,18,14,6,1
18,16,58,8,1
22,16,6,4,1
48,48,82,24,1
52,26,40,18,1
44,46,68,20,1
20,22,12,4,1
52,28,42,22,1
52,28,54,16,1
18,18,46,8,1
42,42,96,18,1
18,16,20,6,1
52,28,42,18,1
19,20,12,6,1
52,36,46,22,1
10,44,8,4,1
30,30,62,16,1
44,38,64,22,1
40,44,66,20,1
52,30,66,14,1
48,36,82,22,1
14,8,22,6,1
24,22,26,6,1
52,32,42,22,1
10,30,12,6,1
52,46,80,24,1
29,29,76,12,1
12,12,82,10,1
46,34,74,16,1
52,28,30,18,1
46,28,54,14,1
42,42,88,16,1
48,48,78,20,1
13,12,12,4,1
11,10,4,4,1
26,22,32,8,1
18,10,6,4,2
52,18,30,14,1
40,44,70,22,1
44,48,82,18,1
48,52,66,24,1
52,40,86,20,1
44,52,62,20,1
44,46,92,20,1
52,42,80,24,1
48,46,84,20,1
36,36,84,14,1
10,16,8,4,1
39,39,92,12,1
52,30,32,18,1
52,29,20,6,1
10,12,6,0,1
10,13,8,4,1
22,14,10,4,1
14,14,54,10,1
38,44,64,16,1
52,36,26,18,1
30,30,76,12,1
52,44,86,24,1
52,22,22,18,1
14,13,6,4,1
44,48,70,22,1
48,44,78,20,2
48,44,90,22,1
19,22,30,8,1
12,14,8,6,1
52,32,70,24,1
52,19,12,6,1
20,18,6,2,1
24,24,94,10,1
44,46,80,20,1
22,12,16,4,1
22,19,12,6,1
42,46,68,18,1
48,46,88,22,1
14,16,10,2,1
52,20,22,12,1
16,24,8,4,1
44,44,98,20,1
42,40,84,16,1
52,24,46,12,1
10,17,6,4,1
22,17,14,6,1
22,14,12,4,2
52,30,30,24,1
22,22,38,6,1
42,42,88,18,1
20,20,18,6,1
52,12,14,4,1
14,18,6,4,1
52,16,36,14,1
52,20,44,18,1
52,20,23,14,1
44,40,62,20,1
41,34,96,18,1
46,52,20,6,1
52,14,14,4,1
18,32,18,6,1
52,26,42,14,1
22,19,14,4,1
11,11,52,10,1
40,40,98,16,1
52,33,23,24,1
25,20,6,2,1
44,52,66,22,1
22,22,28,6,1
18,26,18,6,1
32,32,68,14,1
15,12,26,10,1
14,24,8,4,1
52,40,70,22,1
16,12,8,6,1
46,24,48,20,1
18,14,14,6,1
12,16,10,6,1
52,40,52,18,1
52,32,66,18,1
14,15,8,4,1
52,48,54,22,1
14,20,14,6,1
40,38,96,20,1
22,32,42,8,1
12,14,10,4,1
12,28,10,4,1
44,48,94,22,1
18,18,10,4,1
