fwd-ref,rev-ref,fwd-rev,core-ref,reads
22,24,38,8,1
18,20,16,4,1
48,48,90,20,1
52,20,42,14,1
22,22,28,6,1
52,8,8,6,1
20,20,16,6,1
11,12,10,4,1
36,52,78,20,1
20,28,26,6,1
14,30,8,4,1
48,40,78,22,1
10,12,8,2,1
12,10,4,2,1
22,24,34,10,1
26,26,96,10,1
52,46,84,24,1
52,40,62,20,1
28,28,50,14,1
22,18,14,6,1
12,18,16,4,1
52,38,72,20,1
52,32,58,18,1
52,50,88,24,1
48,24,26,16,1
45,45,98,18,1
44,44,94,20,1
39,39,94,12,1
48,40,74,22,1
52,30,50,14,1
22,8,8,2,1
22,14,12,4,1
22,28,58,10,1
44,44,88,18,1
22,16,28,6,1
32,40,22,14,1
48,52,74,24,1
43,45,92,18,1
50,40,76,22,1
10,20,10,4,1
12,12,4,2,1
12,12,6,2,2
22,20,22,6,1
52,10,12,4,1
40,40,90,18,1
14,12,12,4,1
48,44,94,18,1
18,20,16,6,1
31,31,78,12,1
12,38,12,4,1
30,26,68,12,1
48,40,86,20,1
22,20,34,6,1
48,42,84,22,1
52,30,52,14,1
43,39,102,15,1
22,38,16,6,1
44,44,96,22,1
10,12,6,6,1
12,12,50,10,1
14,12,8,4,1
