fwd-ref,rev-ref,fwd-rev,core-ref,reads
14,14,88,6,1
52,52,82,30,7
12,16,4,2,1
32,32,84,14,1
38,38,84,16,1
31,31,74,16,2
10,12,10,4,1
12,16,10,4,1
14,12,10,4,4
12,12,22,12,1
29,29,74,14,2
52,34,62,18,1
28,50,50,18,1
35,35,82,14,2
12,14,8,4,3
12,12,12,8,1
40,44,50,22,1
20,14,8,8,1
52,40,78,28,3
28,28,76,12,1
52,15,14,12,1
52,42,88,28,1
52,12,6,6,1
29,29,78,12,2
52,48,78,28,2
10,12,16,8,1
26,26,96,14,2
32,32,76,16,1
45,45,102,23,8
52,21,39,20,1
41,41,102,19,3
20,22,20,10,6
44,42,80,24,1
14,14,30,10,1
52,22,40,20,2
42,48,76,26,1
21,14,22,8,1
48,48,86,26,2
52,48,82,30,3
12,18,6,4,1
52,44,86,30,1
48,32,66,24,1
44,44,92,30,1
22,8,8,4,2
52,32,64,18,1
12,12,6,6,1
22,22,28,12,2
48,48,94,28,1
22,18,30,10,1
32,32,76,14,2
30,30,66,18,1
37,37,86,24,1
46,48,96,26,1
48,48,86,30,3
48,44,78,26,2
52,32,70,18,2
40,40,86,28,1
22,16,8,4,1
10,12,12,4,1
38,41,86,24,1
10,10,2,2,1
12,34,12,10,1
20,24,28,8,1
52,10,10,10,2
26,24,50,10,1
52,14,10,6,1
52,36,78,24,1
32,32,80,18,1
44,46,94,24,1
38,38,92,16,1
16,12,12,4,1
22,20,14,6,1
14,18,6,6,1
12,12,8,6,1
52,28,54,24,1
40,40,74,22,1
22,18,34,10,1
46,48,88,28,1
52,38,68,24,1
52,32,68,18,4
52,10,10,4,2
34,34,80,16,1
48,48,94,26,1
12,20,10,4,1
22,26,42,14,2
12,14,4,4,1
52,20,30,12,1
38,28,34,16,1
25,23,78,13,1
52,40,70,28,1
18,22,34,10,1
48,10,10,6,1
52,34,78,20,1
12,10,8,4,1
14,16,8,4,1
35,35,82,16,2
22,22,34,12,3
20,22,28,8,1
26,26,66,14,2
32,32,68,20,2
52,52,70,30,1
44,28,38,22,1
52,44,82,30,1
38,38,98,24,1
10,16,6,6,1
27,31,80,12,1
52,40,86,26,3
10,12,6,6,2
48,48,90,30,6
44,52,66,26,1
12,12,10,4,5
14,28,8,6,1
24,20,20,10,1
44,48,82,26,1
52,34,56,24,1
35,31,70,16,1
44,48,82,28,2
46,24,40,12,1
41,41,94,28,1
22,20,34,10,2
14,12,6,4,2
22,22,42,14,2
48,52,86,30,6
12,34,10,6,1
18,20,6,4,2
52,14,14,6,1
26,26,46,16,1
52,48,70,28,1
12,12,12,6,1
25,12,12,6,1
12,12,8,2,3
52,20,34,20,1
28,28,54,16,1
22,20,28,8,1
21,16,16,6,1
28,44,58,22,1
44,48,62,26,1
50,44,88,26,1
48,44,82,26,4
48,44,74,28,1
16,20,16,8,1
52,12,12,4,2
42,42,92,22,2
52,40,86,24,3
40,40,96,20,1
42,46,68,26,1
22,26,38,14,1
46,46,100,28,1
10,16,6,4,1
33,33,84,12,1
52,26,64,24,1
44,48,86,30,1
11,16,8,4,1
46,44,76,28,1
14,10,4,4,1
20,22,18,6,1
16,40,20,6,1
40,40,92,20,1
18,22,18,12,1
39,39,90,18,3
34,34,80,14,2
10,28,6,4,1
33,30,60,20,1
12,14,10,4,4
36,44,88,28,1
42,46,92,24,1
44,32,62,20,1
52,36,82,22,2
20,16,6,4,1
12,18,8,4,1
22,10,8,8,1
31,31,88,10,1
10,10,6,6,1
48,40,78,26,1
22,20,20,8,1
46,46,84,24,1
20,32,28,10,1
18,24,10,4,1
40,40,92,18,2
22,16,8,6,1
16,10,10,4,1
52,24,50,16,1
27,27,74,14,1
24,24,40,12,3
46,42,84,24,1
18,32,14,6,1
25,25,92,12,1
14,17,8,8,1
52,28,38,22,1
44,44,82,26,1
48,52,70,30,1
42,46,96,24,2
52,34,80,20,1
48,50,92,30,1
28,24,28,10,1
46,42,96,22,1
48,42,68,28,1
37,26,14,4,1
18,28,10,6,1
52,36,70,22,1
18,14,14,6,1
12,18,12,4,1
52,48,58,28,2
20,24,14,6,1
28,36,24,10,1
48,52,82,28,1
24,24,30,14,1
52,10,10,8,1
33,33,78,20,3
44,52,78,30,1
46,46,92,30,2
26,22,38,12,1
44,48,78,28,2
48,40,66,24,1
43,39,102,22,1
52,12,8,4,1
48,52,78,30,1
10,14,6,4,3
52,36,70,24,1
52,40,78,24,1
12,17,18,10,1
50,48,84,28,1
16,10,6,4,1
34,28,48,18,1
38,38,84,26,1
48,40,66,26,1
22,16,20,8,1
44,52,82,30,1
40,40,88,22,1
52,28,66,20,1
44,52,86,30,2
52,12,10,6,1
52,8,8,6,1
40,36,84,18,1
52,18,10,4,1
12,8,4,4,1
44,44,70,26,1
12,14,10,6,1
40,52,82,30,1
33,33,82,14,1
52,20,38,20,1
14,16,6,4,1
16,12,6,4,1
22,20,32,8,2
44,48,90,26,1
22,24,38,10,1
48,48,90,26,3
22,24,36,8,1
20,18,16,10,1
46,44,92,22,1
46,38,80,20,1
39,27,50,14,1
34,34,90,12,1
12,10,4,4,1
22,16,12,8,1
39,39,86,24,1
12,24,12,4,1
50,40,28,26,1
52,22,34,18,1
26,26,52,14,1
22,14,14,8,1
52,34,30,12,1
22,15,18,6,1
52,13,11,10,1
48,36,66,24,1
20,20,40,10,1
12,48,10,4,1
39,39,96,17,1
14,14,8,6,1
48,52,86,28,1
48,44,94,24,2
38,42,88,20,1
18,22,16,6,1
40,52,74,26,1
40,40,88,20,1
22,28,30,8,1
48,40,82,26,1
52,44,78,26,2
26,18,34,14,1
14,16,6,2,1
16,16,6,4,1
14,12,44,8,1
52,14,20,18,1
26,22,32,12,2
22,12,12,10,1
20,22,6,4,3
37,37,82,15,1
13,10,10,4,1
20,18,36,10,1
52,12,10,4,1
20,24,20,8,1
44,44,78,24,1
40,44,92,28,1
33,41,94,17,1
23,22,28,12,1
37,37,86,18,1
26,24,38,14,1
20,22,32,10,1
52,28,50,14,1
52,34,74,20,1
14,22,14,6,1
25,22,56,10,1
22,8,6,6,1
22,34,42,12,1
12,14,10,2,1
12,17,6,4,1
52,16,26,18,1
44,44,94,30,1
48,26,56,14,1
48,28,68,14,1
44,44,92,26,1
42,42,88,20,1
52,14,28,12,1
10,10,4,2,2
22,12,6,4,1
20,44,18,6,1
22,14,26,6,1
40,48,78,28,1
22,20,38,8,1
52,14,8,4,2
52,22,48,22,1
22,24,38,12,1
18,20,16,6,1
52,20,42,18,1
22,22,28,10,1
20,20,16,10,1
11,12,10,4,1
36,52,78,24,1
20,28,26,10,1
14,30,8,4,1
10,12,8,2,1
12,12,10,6,1
12,10,4,2,1
22,24,34,14,1
26,26,96,12,1
52,46,84,30,1
52,40,62,24,1
28,28,50,16,1
22,18,14,6,1
12,18,16,4,1
52,38,72,24,1
52,32,58,22,1
52,50,88,30,1
22,16,24,10,1
48,24,26,18,1
45,45,98,23,1
44,44,94,26,1
48,40,74,26,1
52,30,50,18,1
22,8,8,6,1
22,14,12,6,1
22,28,58,12,1
44,44,88,22,1
22,16,28,10,1
32,40,22,18,1
48,52,74,28,1
43,45,92,23,1
50,40,76,28,1
10,20,10,4,1
22,20,22,8,1
52,10,12,4,1
40,40,90,24,1
14,12,12,4,1
18,20,16,10,1
31,31,78,16,1
12,38,12,4,1
30,26,68,14,1
48,40,86,26,1
48,42,84,26,1
52,30,52,16,1
43,39,102,21,1
22,38,16,6,1
44,44,96,26,1
12,12,50,12,1
14,12,8,4,1
